,Persistance,src_ID,dst_ID
322,241,738410095,3978971498
323,1,4080452821,3617679620
324,211,2450244540,3569571009
325,8,3672219392,1962334018
326,141,1262728226,3443994064
327,437,2137332818,3618736958
328,146,3673998783,3571692339
329,7,2278795641,4095602922
330,55,2005835959,4030665106
331,261,3771191998,2332752486
332,506,2258940746,3978971486
333,36,3585080793,2321224594
334,140,3883432175,2270145487
335,12,796769245,3453738243
336,162,1636060074,3890314064
337,21,2569498875,4094965811
338,31,1280619379,3617672596
339,452,2576515947,3445812873
340,175,790806189,3978971490
341,189,799565743,3978971489
342,30,3978976561,3978971499
343,523,3772084575,3618740955
344,6,744448205,3448432810
345,4,3501559334,2270145425
346,12,3584888499,3349742880
347,5,1259020601,3454861034
348,19,1269090244,3455007732
349,5,2005170356,2324812847
350,23,1262440104,3451129005
351,58,2260923212,3391002288
352,92,1226365253,3978971489
353,57,464442678,3242271213
354,2,3291978316,3347702618
355,96,2377634709,3390574649
356,120,3312346335,3349793380
357,61,360218185,3453268034
358,98,795691700,2270145455
359,479,132663099,1962334108
360,3,2258940513,3978971498
361,304,2278689123,3443990662
362,10,1928490238,3641209330
363,292,1668412897,3222708463
364,12,621456621,3257478675
365,155,739851840,3978971489
366,7,2539371929,3558786717
367,8,2106951251,3474201898
368,489,1655738623,3618736879
369,488,2258940747,3978971486
370,84,793843852,3978971499
371,44,2600920530,3245037410
372,103,1234923774,846821259
373,57,2267138130,1962334020
374,69,1355287692,3352311316
375,210,738203823,3978971486
376,3,3978972172,3978971492
377,1,1294618045,3223150553
378,9,3585654803,3337040946
379,1,3428876046,3453282207
380,13,1636059119,1962334036
381,12,1208716554,3890314076
382,13,2246864088,842935973
383,53,3765638013,4041201516
384,4,3466406067,3474337142
385,114,742670232,3978971498
386,91,3978976542,3978971491
387,61,791515579,855533474
388,434,718027554,3453656130
389,17,1053172854,1074109412
390,4,751497272,3453169790
391,1,516001692,3473705506
392,10,3765692899,3233211850
393,4,3756989050,4103963821
394,8,2353981504,3390993315
395,271,269242574,3978971484
396,3,1053915417,3455716153
397,51,2258940506,3978971494
398,26,3585093799,3337087764
399,99,2359936896,1074109321
400,4,795619817,2270145447
401,51,138800160,3607570194
402,103,3672238777,1962333973
403,13,1234923770,3455648731
404,16,799565743,3978971488
405,42,3314518690,4093901619
406,357,3293905294,3390989066
407,97,3672219562,1074109286
408,15,1208716545,3890314079
409,399,1827254630,3390891315
410,286,3438371212,3451141460
411,37,3978976532,3978971489
412,83,3672219530,1962334057
413,15,1182191677,3257479138
414,1,790381466,4225791411
415,7,3672126115,3223180413
416,1,1052926420,3618636749
417,48,1226365253,3978971488
418,24,3314113695,1074109386
419,3,3502186772,3569702429
420,2,2236315831,1235577291
421,2,1190350560,4109948242
422,9,2487531533,3233153331
423,10,752689797,3978971491
424,428,788691436,3445813106
425,12,2569501417,3450301365
426,34,360218189,2343840181
427,19,738308816,3978971487
428,407,3742023917,3453656658
429,341,2466191692,3447622240
430,26,2381070206,2270145408
431,9,1189597365,3978971492
432,128,738426702,3978971485
433,454,1056376947,4093757170
434,193,1182219545,3390901202
435,8,1742896544,1235573350
436,1,1612983647,4095674899
437,112,1907784244,3261528346
438,76,269242575,3978971484
439,17,2280668863,3352066057
440,42,4116857547,3472997862
441,5,1541933176,1235567980
442,1,1355285669,3446787354
443,3,2005170342,3484683487
444,19,738966608,3455008269
445,5,1287617598,3453166596
446,90,799586877,3978971486
447,213,130702765,1235567932
448,8,618317889,3353371590
449,8,799548769,3350287123
450,165,3672228912,1074109394
451,449,3801788594,4211110795
452,44,2270220504,1074109374
453,105,2203907629,3255897361
454,31,1705045400,3454836144
455,9,1226371858,3569571017
456,24,742092685,3451397129
457,117,739397068,3255952749
458,12,740800722,3451632364
459,468,3672239219,1962334044
460,399,2483256890,1962334026
461,88,710856537,3391076970
462,6,281279685,1962334167
463,54,269242573,3978971484
464,248,1636099152,3890314059
465,135,1741455404,855386029
466,1,4001309068,2059628448
467,94,3672219561,1074109286
468,2,738454660,3571852701
469,2,742063614,4096165165
470,21,3885270412,3474337134
471,4,2280668863,3450240838
472,20,3361370442,3447620706
473,268,3309151330,3455830224
474,147,285066047,3455659548
475,436,843787052,3223298555
476,9,2510190152,3453627278
477,61,2260923246,2345958460
478,52,789287785,2270145408
479,7,618316220,4030689405
480,4,740800722,4038538054
481,236,507014503,3338559082
482,438,796568101,4041960587
483,16,2250670116,3447598808
484,10,2005840847,3618741082
485,4,3885269562,3348630744
486,20,269242563,3978971487
487,5,1493597202,1235566645
488,483,1703225824,3262283257
489,15,752764274,3978971493
490,52,741935180,3452474650
491,2,741821865,3441490734
492,76,738622072,3978971488
493,220,1226534510,3978971491
494,13,3978976563,3978971498
495,78,1226518379,3978971486
496,8,2127528005,3453170027
497,80,1256341441,3450126210
498,8,2381070206,3348707105
499,7,2059863875,3347602176
500,52,3331078642,283454624
501,8,1377642334,3391040636
502,1,1233765235,3349792106
503,10,1287617819,3445812408
504,5,1208716553,3890314077
505,20,2114170352,3256820500
506,3,799781336,3451161562
507,88,738418350,1074109403
508,33,1234923768,846821259
509,495,3254645789,1962334007
510,102,4106731335,3444017988
511,127,2279000365,3242278253
512,37,2569498788,3338559050
513,17,791531766,3222708445
514,58,2260923246,3324025873
515,330,3494067038,3233157848
516,17,1636059117,1962334032
517,276,697304791,3978971484
518,14,1233749458,3390572129
519,55,4217867051,1962334033
520,70,2182895292,3233164861
521,3,2181312201,3447537922
522,7,2178515418,1235608790
523,3,3978976552,3978971496
524,3,3885270351,3569726458
525,7,800173045,3569567610
526,187,269242589,3978971484
527,9,3585080818,4093757242
528,270,1636099152,3890314062
529,16,2258940531,3978971499
530,44,3585292107,3571692339
531,177,795100186,3978971496
532,8,3743615446,3571996730
533,7,1479437212,3257541740
534,36,1511563383,3338558330
535,140,269242583,3978971486
536,61,4106728455,3390881466
537,14,3742243583,3353312662
538,223,269242578,3978971487
539,101,743800208,3453738797
540,11,3306169084,3474333415
541,71,632186570,3443664898
542,56,2361935319,1962333974
543,3,3386109281,3450105877
544,72,738263513,1074109359
545,88,1056876385,3337040434
546,190,738682673,3978971488
547,2,3672219405,1074109248
548,303,3553797909,3338140639
549,2,3314050212,3259953866
550,3,799100032,3455005157
551,220,269242579,3978971487
552,7,1066823294,3571692396
553,8,3291929120,3334525914
554,202,269242582,3978971486
555,121,1355414065,3391028792
556,136,738622072,3978971493
557,59,793859360,3978971490
558,22,3672231277,1074109414
559,37,3978976547,3978971498
560,87,1508275422,3453572632
561,5,2387594772,2270145487
562,333,3526835040,3349791621
563,201,3527395769,4095595584
564,11,3585067760,4218161580
565,82,687123098,3618740937
566,5,1190350564,2205365313
567,255,2559863274,3353250621
568,2,751499685,3338138461
569,1,3756989050,3348705051
570,4,1286693776,3451331297
571,65,1052916449,3978971497
572,5,800811987,3349794735
573,12,1280635170,846883149
574,18,2560317191,1962334000
575,18,3992031758,3337740559
576,52,3994315395,3453165576
577,53,1293406318,3455830760
578,25,1508233414,3455650423
579,10,504323604,3338137421
580,3,3585067762,3451632685
581,17,1286694862,3472905770
582,96,3885270161,3450240709
583,176,269242587,3978971485
584,10,3295885677,1074109365
585,41,2260923259,3242284850
586,90,269242590,3978971484
587,11,3525189015,3453502397
588,13,3306168850,4225209533
589,323,3672202050,3890314076
590,5,741881320,3445811439
591,84,2270150483,2270145343
592,7,2248765743,3223193565
593,9,788849506,3348630744
594,28,1761592261,3569494444
595,30,269242580,3978971486
596,132,799565743,3978971493
597,27,790806189,3978971494
598,4,281279578,2339489233
599,162,4239121185,3242263442
600,18,1208716545,3890314074
601,118,3355000983,3447595207
602,8,4106765915,3569571030
603,45,357843803,1962334047
604,202,738357967,3978971484
605,50,4106728455,2345958460
606,212,269242577,3978971487
607,3,2377789345,3568019976
608,6,3523799216,3390575014
609,28,3885269969,4215906678
610,520,915545459,4211110795
611,94,791056793,3445857845
612,97,1053672582,3978971487
613,18,1208716544,3890314074
614,29,3978976533,3978971492
615,8,575712276,3472996754
616,95,1694442483,3349747342
617,1,3585853436,3453500631
618,5,565591807,1074109320
619,39,3584895980,3451488041
620,12,800538054,1962334165
621,14,3584893391,3446717613
622,190,3523515604,3617733492
623,48,4106728455,3396760874
624,198,150829330,3484909636
625,354,128895272,3338140581
626,21,3978976554,3978971496
627,6,3585067632,4093756582
628,48,2414803668,4038538054
629,5,2181312202,3223214843
630,23,800741757,855540199
631,173,269242591,3978971484
632,69,1280619379,3257310109
633,28,3525430977,3446797613
634,3,718017102,846740848
635,2,831843632,3484683487
636,1,1900819238,3484683487
637,24,1636059119,1962334032
638,5,1262410238,3455008393
639,18,3978976543,3978971494
640,9,1190350650,3229962480
641,6,1835275795,1962334023
642,261,1775890082,3347704463
643,36,3978976558,3978971496
644,1,796767145,3453614274
645,8,744439697,3445811352
646,15,269242587,3978971484
647,12,1234923768,3347601371
648,74,1611673762,3454423714
649,7,272391163,3473704908
650,6,1800134340,3453330870
651,53,2005835879,4030665134
652,295,3672202050,3890314077
653,10,3428876046,3450219839
654,77,751457654,3978971484
655,1,3591513162,843168954
656,504,981119369,846938819
657,99,4106728455,3390923652
658,30,3885269691,3390574907
659,18,3310498085,1962334033
660,18,822782018,3334504354
661,57,799565743,3978971492
662,3,2211642678,3338644634
663,19,3284002687,3391002922
664,8,738403446,3608385021
665,23,1208716545,3890314075
666,3,3585852031,3337040429
667,532,460636572,1074109431
668,11,2075950762,3454855100
669,170,738357967,3978971485
670,4,609903610,2343841309
671,15,3584891834,4041192770
672,23,3294383212,1074109377
673,2,1075838340,1074109373
674,446,1708505781,3452494438
675,234,1260226604,3334480870
676,2,3885269737,3390572373
677,313,1053672582,3978971486
678,3,1887968931,3472950124
679,10,3978976549,3978971498
680,12,2005170347,3337821445
681,8,2204321267,3349794124
682,182,742056282,3571692297
683,2,790391966,3353386141
684,409,799210139,3261529794
685,29,3286116802,4094965961
686,6,1274125810,1074109323
687,86,269242581,3978971487
688,155,3672197293,1074109416
689,299,3672202051,3890314077
690,12,573092797,1074109342
691,18,738934406,3454820215
692,47,2267138114,1962334020
693,24,3306168967,3455831469
694,196,356827999,842932778
695,26,3585093679,4038533478
696,10,2048432895,1074109429
697,93,741512556,1962334022
698,2,1053855478,3454861298
699,16,3992027753,3390921827
700,14,2258940510,3978971491
701,21,3314518690,3444017684
702,222,1727961732,3353179955
703,2,565591744,1074109317
704,515,274892327,3569582604
705,3,1690680603,3232202594
706,40,796761714,4109935965
707,8,3713201972,3350310969
708,242,697304791,3978971485
709,60,2260923212,3242265021
710,2,2478980994,1235564124
711,56,2247766087,1962333995
712,13,1273048031,1074109366
713,4,2005170346,3455830195
714,63,1717497396,3352338360
715,8,796758886,3455014868
716,5,3523799216,3390946651
717,4,1179491533,3257622974
718,21,3585067729,4093757242
719,155,269242589,3978971485
720,181,1505499134,3474337134
721,196,1636099152,3890314063
722,158,823623632,3349791224
723,183,2377634726,3391037297
724,4,3295885668,1074109366
725,136,738484946,3978971492
726,429,3838932098,3472952792
727,5,3494302128,3453500616
728,2,739562453,3448432733
729,16,3885270326,3452626441
730,44,742346873,3453624770
731,251,269242578,3978971486
732,2,3885270341,3451151437
733,105,2260923222,3242265018
734,46,752805388,1962334027
735,18,2097970169,3223202120
736,4,2152837887,2270145465
737,43,796539792,3441490733
738,2,2075950842,3617785465
739,298,795164706,3978971499
740,368,3672220347,1962334193
741,86,3407652486,3390905143
742,101,269242579,3978971486
743,1,2527483316,846849214
744,4,789371684,4107111133
745,4,2559852286,3455830600
746,7,795742031,3484897877
747,204,269242582,3978971487
748,187,1226534510,3978971495
749,67,738622072,3978971492
750,277,1234923774,3569506850
751,130,2571612629,2336051418
752,8,3672220340,1962334194
753,6,1320005628,843175611
754,213,269242588,3978971485
755,296,3459060352,3443988316
756,1,827960125,3337636198
757,327,2048433930,1074109428
758,5,738905530,3448447829
759,1,1052902737,3448418332
760,180,4106728455,3242263986
761,513,360213823,3473704419
762,28,3978976556,3978971496
763,17,741018563,2270145359
764,27,3674009502,3608894358
765,350,4089452806,3348705516
766,2,3720703288,3352053089
767,36,269242585,3978971484
768,36,2269645948,3353374349
769,9,799627327,3978971487
770,109,790630448,3978971484
771,11,3672231264,1074109414
772,2,139152358,3446787045
773,127,261097415,2205392965
774,44,738615541,2270145438
775,154,1531343423,846770966
776,7,697507893,3978971489
777,32,1866064010,4223574923
778,102,269242590,3978971487
779,39,1054050588,1962334036
780,57,1920456290,4030689755
781,301,3672202050,3890314079
782,42,3318818637,3334524847
783,25,1743087188,3890314074
784,26,832094707,3455008405
785,11,281736590,3569494194
786,308,1840046150,3618084289
787,156,269242580,3978971485
788,142,799565743,3978971494
789,96,790806189,3978971493
790,8,282571911,2205354997
791,18,565591758,1074109316
792,311,1233844313,3455663900
793,158,741534568,3338520074
794,61,2559862117,3223201957
795,6,1053079989,3450221083
796,313,1226373684,1962334031
797,116,741064615,3452137703
798,101,269242577,3978971484
799,7,537938668,3335628854
800,19,1293408854,3455775998
801,92,1226365253,3978971494
802,154,790642033,3348630670
803,200,269242576,3978971484
804,4,2258940500,3978971491
805,100,3318356337,3390571603
806,88,2270150493,2270145343
807,11,556174506,1962334020
808,391,360218037,3349715215
809,6,790537571,4093843722
810,1,3585854320,3571692396
811,58,2260923222,3391027248
812,5,791768586,3472997381
813,190,1056141424,2270145455
814,25,2569499349,3449036405
815,13,1189597365,3978971490
816,210,3672202051,3890314079
817,3,2247141612,3390875832
818,43,3978976554,3978971499
819,30,743800120,3559061347
820,9,752750926,3978971487
821,8,3978972185,3978971495
822,6,2514646239,3390844427
823,150,269242591,3978971487
824,3,3585080794,3447677889
825,48,1272319019,1074109366
826,64,269242586,3978971486
827,1,2090170406,3569567008
828,16,1208716554,3890314075
829,22,3885262504,3484728545
830,10,3672231265,1074109414
831,41,1405065820,3257643145
832,110,1614099598,3390849234
833,27,2260923251,3237902099
834,8,3585292121,2321224807
835,515,274892378,4096183517
836,24,1646641022,3348718551
837,413,2141754651,3396735134
838,3,751467018,3257646882
839,141,2489197548,842571102
840,14,2644623516,3448482121
841,19,4080404783,3890314065
842,161,3804899236,3455830637
843,46,738372476,3978971492
844,12,139068190,3607623181
845,1,2005170356,3454442241
846,137,743735366,3569497759
847,149,1280619379,842651497
848,283,1636099152,3890314061
849,123,2510584855,3618740936
850,40,1053061460,1074109412
851,89,795100186,3978971499
852,3,3525188058,3253812728
853,1,795671766,3451396263
854,101,3413566638,2343838370
855,66,269242583,3978971485
856,260,740626694,1962334036
857,17,1262410238,4223573033
858,166,269242578,3978971484
859,3,3585851800,4223554057
860,282,1258928894,3391001086
861,48,795675640,3570063919
862,473,718026217,3451488452
863,161,2571612656,3484683274
864,4,3585093815,3618763449
865,24,1907787682,4223535721
866,25,3978976550,3978971496
867,33,3585067748,3452474831
868,363,1612983802,3455830701
869,3,740974766,3617731526
870,8,2569499382,3348630106
871,187,269242579,3978971484
872,83,3295885669,1074109364
873,8,741538807,4215906748
874,294,269242582,3978971485
875,495,1971492071,3451396314
876,11,1053076031,3608384669
877,65,742040612,4093750166
878,42,1052994564,2270145438
879,133,1054014779,1074109418
880,15,2270142687,3617732942
881,441,360218188,3223169538
882,1,828459153,4225762904
883,82,269242588,3978971487
884,15,4080404782,3890314065
885,5,2319068495,3441433048
886,5,816200602,3452141464
887,26,2502583253,3474200187
888,6,1310161703,3391068305
889,97,2353100499,1074109429
890,334,892382006,3446699323
891,138,1052916449,3978971498
892,6,138700652,3257625834
893,294,1691408849,3890314064
894,126,269242585,3978971486
895,2,795544920,3447595362
896,67,3541530030,3223204608
897,2,1369748290,3391034149
898,157,4062017741,2270145422
899,2,3502238870,3443719379
900,342,3254624041,1962333978
901,1,842998012,3447537964
902,41,232283313,4041960588
903,16,3978976541,3978971492
904,8,282344826,3348721640
905,16,3428916724,3335624803
906,68,738372476,3978971493
907,3,2005092015,3353402765
908,340,3520540551,3396737234
909,34,3293934918,3253249653
910,39,2057556940,3455830190
911,35,269242589,3978971486
912,6,4144221968,3390572166
913,174,1636099152,3890314060
914,364,1234923770,4225209503
915,96,1187914963,3390999954
916,7,575712276,3473538409
917,13,2048432882,1074109429
918,47,269242583,3978971484
919,498,2378688203,3335632067
920,5,2075941676,3262281986
921,1,3471767743,3450105939
922,38,1190350552,842935978
923,86,1623003173,3391046434
924,59,1890738272,4093838735
925,9,795173872,3978971498
926,11,3306705810,3446784143
927,7,792676543,3450222513
928,53,2360660134,3608406029
929,4,1636059110,1962334032
930,35,2280856446,3618741216
931,133,795639691,3978971485
932,5,794534468,3347702611
933,426,2306227053,3336344983
934,239,269242579,3978971485
935,41,1234923768,2324815165
936,18,3262143865,3447596438
937,203,537282358,3338139129
938,5,1189597366,3978971491
939,201,269242582,3978971484
940,27,793859360,3978971488
941,42,283991250,1962334034
942,20,4182134626,3441432286
943,25,3585065840,2341451628
944,24,3428876036,4173870338
945,95,1262686719,3608928198
946,125,2487834000,1074109373
947,20,4173818407,3570046487
948,2,4275634159,3978971494
949,10,3765692899,3391065171
950,10,1053355858,2321226986
951,27,2510188297,3233211331
952,25,1469545123,3353371325
953,13,2454399402,3353371325
954,60,2484298445,3349733979
955,27,800777972,3618729856
956,291,1691408849,3890314065
957,3,1862954227,3390916241
958,249,718028739,4096165165
959,151,269242585,3978971487
960,184,1780326827,3443695247
961,94,740791002,2321226550
962,11,3427352921,3256818816
963,18,2364715197,1074109316
964,289,517385496,4225783941
965,50,3319088276,3349736239
966,214,269242587,3978971487
967,122,3307897051,3446787929
968,5,1190350564,3390838464
969,43,460946130,3223147891
970,144,791755552,3472951231
971,1,880436853,3450102589
972,521,987941623,3569582285
973,477,1303952014,2338152313
974,38,843831584,4244124402
975,1,549382800,3890314060
976,1,2502595731,3396743389
977,2,3992031756,3390574979
978,117,269242580,3978971484
979,1,2198075051,3453678741
980,84,790806189,3978971492
981,252,1055920624,1962334023
982,1,1056483599,2205392965
983,118,3470164854,3484683487
984,77,360214360,3453269565
985,44,126402303,846740936
986,9,2600920530,3450326734
987,173,738236792,1962334037
988,18,741895691,3337636637
989,30,1637970808,3451147415
990,4,800632160,3571692346
991,186,269242577,3978971485
992,470,4004404252,3680242636
993,21,793780264,3453510996
994,475,1166944468,3390914049
995,4,740931112,3978971488
996,6,901645485,1235565377
997,102,1053672582,3978971485
998,12,3494302133,3623869040
999,13,2170565437,2270145455
1000,36,3765692899,3452494210
1001,13,3314518690,3349791556
1002,6,1053492346,4217677241
1003,3,3651547920,1962333970
1004,4,2005170356,3223150547
1005,4,1190350650,3390572229
1006,11,740798912,2205393412
1007,69,269242581,3978971484
1008,10,739474256,3337041290
1009,158,718026217,4109945893
1010,87,3912504010,3447542159
1011,475,891870482,3349796414
1012,6,3584891753,3337041290
1013,4,2090170406,3441433400
1014,75,269242591,3978971486
1015,11,1234923768,4101981038
1016,30,2463696411,3447539493
1017,2,1190350403,3390838940
1018,1,2285199613,3390574739
1019,217,3523515611,3617733493
1020,42,1539471628,4103964022
1021,298,230700556,4225769669
